1558898261.658729,0
1558898261.672232,2
1558898261.685322,1
1558898261.698671,1
1558898261.711712,1
1558898261.724567,1
1558898261.738091,2
1558898261.751231,0
1558898261.764310,0
1558898261.777575,0
1558898261.790759,1
1558898261.804148,0
1558898261.817471,1
1558898261.830623,2
1558898261.843409,1
1558898261.856026,1
1558898261.868614,0
1558898261.881204,1
1558898261.893790,1
1558898261.906550,2
1558898261.919407,1
1558898261.931784,2
1558898261.944848,1
1558898261.957754,2
1558898261.970460,1
1558898261.983237,1
1558898261.995810,1
1558898262.008634,2
1558898262.021622,1
1558898262.034353,1
1558898262.047074,2
1558898262.060912,1
1558898262.073739,1
1558898262.086743,1
1558898262.099699,1
1558898262.112686,1
1558898262.125721,1
1558898262.138685,1
1558898262.152070,2
1558898262.165137,1
1558898262.178157,1
1558898262.191342,2
1558898262.204386,1
1558898262.217795,1
1558898262.230999,1
1558898262.244306,1
1558898262.257482,1
1558898262.270503,2
1558898262.283993,1
1558898262.297268,1
1558898262.311009,1
1558898262.324997,1
1558898262.338135,1
1558898262.351848,1
1558898262.365828,1
1558898262.379540,0
1558898262.393296,2
1558898262.407196,1
1558898262.420574,1
1558898262.434387,0
1558898262.448126,1
1558898262.462367,1
1558898262.477391,1
1558898262.491700,1
1558898262.505714,1
1558898262.520209,1
1558898262.534323,1
1558898262.548098,1
1558898262.561948,0
1558898262.575745,1
1558898262.589693,0
1558898262.603595,1
1558898262.617609,0
1558898262.631536,0
1558898262.645612,0
1558898262.659864,1
1558898262.674095,1
1558898262.688278,1
1558898262.702721,0
1558898262.716802,1
1558898262.730743,1
1558898262.744895,0
1558898262.758783,1
1558898262.772694,0
1558898262.786470,1
1558898262.800159,2
1558898262.813818,1
1558898262.827252,0
1558898262.840546,1
1558898262.855264,1
1558898262.869361,1
1558898262.882780,1
1558898262.897324,2
1558898262.911034,1
1558898262.924706,2
1558898262.938533,1
1558898262.952559,1
1558898262.966093,2
1558898262.979387,2
1558898262.993181,0
1558898263.006490,1
1558898263.020212,0
1558898263.033501,0
1558898263.046635,1
1558898263.060184,0
1558898263.073951,1
1558898263.087237,1
1558898263.100372,1
1558898263.113545,1
1558898263.126588,0
1558898263.139938,0
1558898263.153207,0
1558898263.166552,1
1558898263.179439,0
1558898263.192886,0
1558898263.206111,1
1558898263.220125,1
1558898263.233421,1
1558898263.247269,1
1558898263.260781,1
1558898263.274169,1
1558898263.288349,0
1558898263.301997,1
1558898263.315790,1
1558898263.329258,1
1558898263.342501,1
1558898263.355900,1
1558898263.369241,1
1558898263.382843,1
1558898263.395930,1
1558898263.409226,1
1558898263.422135,1
1558898263.435557,0
1558898263.448893,0
1558898263.462374,0
1558898263.475691,1
1558898263.488874,0
1558898263.502944,1
1558898263.516129,1
1558898263.529384,1
1558898263.542608,1
1558898263.555621,1
1558898263.568679,1
1558898263.581957,1
1558898263.595548,2
1558898263.608671,1
1558898263.621770,2
1558898263.634833,1
1558898263.647808,1
1558898263.660871,2
1558898263.674421,2
1558898263.688792,1
1558898263.701844,0
1558898263.714768,1
1558898263.727995,0
1558898263.741546,1
1558898263.754436,1
1558898263.767430,1
1558898263.780647,1
1558898263.793398,1
1558898263.806313,1
1558898263.819487,1
1558898263.832471,0
1558898263.845772,0
1558898263.859020,1
1558898263.871856,1
1558898263.884802,0
1558898263.897841,1
1558898263.911460,1
1558898263.924325,1
1558898263.936900,2
1558898263.949856,0
1558898263.962564,1
1558898263.975270,0
1558898263.988188,0
1558898264.001186,1
1558898264.014397,0
1558898264.027371,0
1558898264.039899,2
1558898264.053262,1
1558898264.066535,1
1558898264.079315,1
1558898264.092006,1
1558898264.104955,1
1558898264.117919,1
1558898264.131151,1
1558898264.143978,0
1558898264.156740,0
1558898264.169855,1
1558898264.182622,0
1558898264.195634,1
1558898264.208557,0
1558898264.222024,1
1558898264.234898,0
1558898264.247585,0
1558898264.260733,1
1558898264.273614,1
1558898264.286518,1
1558898264.299601,2
1558898264.313041,0
1558898264.326464,0
1558898264.339673,1
1558898264.352596,1
1558898264.365592,0
1558898264.379665,1
1558898264.392303,0
1558898264.405212,0
1558898264.419555,1
1558898264.432803,1
1558898264.445854,0
1558898264.458846,1
1558898264.472101,0
1558898264.484813,0
1558898264.497810,0
1558898264.510606,1
1558898264.523582,0
1558898264.536575,1
1558898264.549727,3
1558898264.562516,1
1558898264.575512,1
1558898264.588454,0
1558898264.601421,1
1558898264.614292,0
1558898264.627181,1
1558898264.640149,2
1558898264.653013,1
1558898264.665712,1
1558898264.678796,0
1558898264.691799,1
1558898264.705064,1
1558898264.718146,0
1558898264.731821,0
1558898264.744663,0
1558898264.757617,1
1558898264.770284,1
1558898264.783250,2
1558898264.796457,2
1558898264.809686,1
1558898264.823071,1
1558898264.836068,1
1558898264.848985,0
1558898264.861693,1
1558898264.874270,1
1558898264.887213,1
1558898264.900022,1
1558898264.913220,1
1558898264.926578,0
1558898264.940128,0
1558898264.953204,0
1558898264.966213,0
1558898264.979146,1
1558898264.992544,1
1558898265.005378,1
1558898265.018210,2
1558898265.031798,1
1558898265.044643,1
1558898265.057828,1
1558898265.070788,0
1558898265.083736,1
1558898265.096946,1
1558898265.109732,1
1558898265.122830,0
1558898265.135485,1
1558898265.148490,0
1558898265.161598,0
1558898265.174388,2
1558898265.187040,1
1558898265.200802,1
1558898265.214075,0
1558898265.226944,1
1558898265.239939,2
